#Label,Lat,Lng,Height,Time,,,,
Plot23.3,44.0769543103,-93.5319289960,313.848,12.50.11,,,,
Plot23.4,44.0769508103,-93.5319289960,313.848,12.50.11,,,,
Plot24.1,44.0770153553,-93.5315738052,313.766,12.51.03,,,,
Plot24.2,44.0770118553,-93.5315738052,313.766,12.51.03,,,,
Plot24.3,44.0770153185,-93.5316116052,313.743,12.51.12,,,,
Plot24.4,44.0770118185,-93.5316116052,313.743,12.51.12,,,,
Plot25.1,44.0770745633,-93.5317567899,314.001,12.51.35,,,,
Plot25.2,44.0770710633,-93.5317567899,314.001,12.51.35,,,,
Plot25.3,44.0770747367,-93.5317943909,314.052,12.51.44,,,,
Plot25.4,44.0770712367,-93.5317943909,314.052,12.51.44,,,,
Plot26.1,44.0771349240,-93.5321175593,314.345,12.52.18,,,,
Plot26.2,44.0771314240,-93.5321175593,314.345,12.52.18,,,,
Plot26.3,44.0771350614,-93.5321582190,314.36,12.52.27,,,,
Plot26.4,44.0771315614,-93.5321582190,314.36,12.52.27,,,,
Plot27.1,44.0771956658,-93.5313843164,313.804,12.53.36,,,,
Plot27.2,44.0771921658,-93.5313843164,313.804,12.53.36,,,,
Plot27.3,44.0771959412,-93.5314259086,313.824,12.53.45,,,,
Plot27.4,44.0771924412,-93.5314259086,313.824,12.53.45,,,,
Plot28.1,44.0772559653,-93.5318829384,314.894,12.55.32,,,,
Plot28.2,44.0772524653,-93.5318829384,314.894,12.55.32,,,,
Plot28.3,44.0772561452,-93.5319262583,314.943,12.55.43,,,,
Plot28.4,44.0772526452,-93.5319262583,314.943,12.55.43,,,,
Plot29.1,44.0773173011,-93.5321993835,315.339,12.56.20,,,,
Plot29.2,44.0773138011,-93.5321993835,315.339,12.56.20,,,,
Plot29.3,44.0773174641,-93.5322372379,315.333,12.57.13,,,,
Plot29.4,44.0773139641,-93.5322372379,315.333,12.57.13,,,,
Plot30.1,44.0773772251,-93.5320013376,315.774,12.57.44,,,,
Plot30.2,44.0773737251,-93.5320013376,315.774,12.57.44,,,,
Plot30.3,44.0773772133,-93.5320419995,315.806,12.57.52,,,,
Plot30.4,44.0773737133,-93.5320419995,315.806,12.57.52,,,,
Plot31.1,44.0774376349,-93.5317138308,315.912,12.58.27,,,,
Plot31.2,44.0774341349,-93.5317138308,315.912,12.58.27,,,,
Plot31.3,44.0774380608,-93.5317532641,316.012,12.58.36,,,,
Plot31.4,44.0774345608,-93.5317532641,316.012,12.58.36,,,,
Plot32.1,44.0775002717,-93.5312733725,314.687,12.59.18,,,,
Plot32.2,44.0774967717,-93.5312733725,314.687,12.59.18,,,,
Plot32.3,44.0775004855,-93.5313152662,314.806,12.59.27,,,,
Plot32.4,44.0774969855,-93.5313152662,314.806,12.59.27,,,,
Plot33.1,44.0775602716,-93.5314544309,315.61,12.59.48,,,,
Plot33.2,44.0775567716,-93.5314544309,315.61,12.59.48,,,,
Plot33.3,44.0775602622,-93.5314955173,315.797,12.59.58,,,,
Plot33.4,44.0775567622,-93.5314955173,315.797,12.59.58,,,,
Plot34.1,44.0776196555,-93.5318011531,317.366,1.00.32,,,,
Plot34.2,44.0776161555,-93.5318011531,317.366,1.00.32,,,,
Plot34.3,44.0776193884,-93.5318408417,317.471,1.00.39,,,,
Plot34.4,44.0776158884,-93.5318408417,317.471,1.00.39,,,,
Plot35.1,44.0776797143,-93.5320450719,317.789,1.01.08,,,,
Plot35.2,44.0776762143,-93.5320450719,317.789,1.01.08,,,,
Plot35.3,44.0776796957,-93.5320840349,317.767,1.01.16,,,,
Plot35.4,44.0776761957,-93.5320840349,317.767,1.01.16,,,,
Plot36.1,44.0777406023,-93.5322562677,318.006,1.01.42,,,,
Plot36.2,44.0777371023,-93.5322562677,318.006,1.01.42,,,,
Plot36.3,44.0777404922,-93.5322931322,318.018,1.01.49,,,,
Plot36.4,44.0777369922,-93.5322931322,318.018,1.01.49,,,,
Plot37.1,44.0778021601,-93.5319135705,318.093,1.02.43,,,,
Plot37.2,44.0777986601,-93.5319135705,318.093,1.02.43,,,,
Plot37.3,44.0778018270,-93.5319568151,318.155,1.02.52,,,,
Plot37.4,44.0777983270,-93.5319568151,318.155,1.02.52,,,,
Plot38.1,44.0778626396,-93.5315131302,317.202,1.04.42,,,,
Plot38.2,44.0778591396,-93.5315131302,317.202,1.04.42,,,,
Plot38.3,44.0778632209,-93.5315553576,317.432,1.04.58,,,,
Plot38.4,44.0778597209,-93.5315553576,317.432,1.04.58,,,,
Plot39.1,44.0779274258,-93.5312359382,316.301,1.05.32,,,,
Plot39.2,44.0779239258,-93.5312359382,316.301,1.05.32,,,,
Plot39.3,44.0779267397,-93.5312735370,316.457,1.05.40,,,,
Plot39.4,44.0779232397,-93.5312735370,316.457,1.05.40,,,,
Plot40.1,44.0779854577,-93.5319950279,318.465,1.10.13,,,,
Plot40.2,44.0779819577,-93.5319950279,318.465,1.10.13,,,,
Plot40.3,44.0779859438,-93.5320348619,318.51,1.10.22,,,,
Plot40.4,44.0779824438,-93.5320348619,318.51,1.10.22,,,,
